potential_mu_kcal_mol,replica,seed,pit_index,final_cluster_size_patches,total_dissolution_depth_events,max_dissolution_depth_events,mean_dissolution_depth_events,replica_nn_pair_ratio
0.75,56,11151804204197510087,1,1,10,10,10.000000000,2.547065338
0.75,56,11151804204197510087,2,4,22,12,5.500000000,2.547065338
0.75,56,11151804204197510087,3,3,6,3,2.000000000,2.547065338
0.75,56,11151804204197510087,4,1,11,11,11.000000000,2.547065338
0.75,56,11151804204197510087,5,1,6,6,6.000000000,2.547065338
0.75,56,11151804204197510087,6,1,5,5,5.000000000,2.547065338
0.75,56,11151804204197510087,7,1,1,1,1.000000000,2.547065338
0.75,56,11151804204197510087,8,1,14,14,14.000000000,2.547065338
0.75,56,11151804204197510087,9,3,21,10,7.000000000,2.547065338
0.75,56,11151804204197510087,10,4,55,20,13.750000000,2.547065338
0.75,56,11151804204197510087,11,1,0,0,0.000000000,2.547065338
0.75,56,11151804204197510087,12,1,4,4,4.000000000,2.547065338
0.75,56,11151804204197510087,13,1,9,9,9.000000000,2.547065338
0.75,56,11151804204197510087,14,1,1,1,1.000000000,2.547065338
0.75,56,11151804204197510087,15,1,7,7,7.000000000,2.547065338
0.75,56,11151804204197510087,16,5,33,9,6.600000000,2.547065338
0.75,56,11151804204197510087,17,1,0,0,0.000000000,2.547065338
0.75,56,11151804204197510087,18,1,0,0,0.000000000,2.547065338
0.75,56,11151804204197510087,19,1,5,5,5.000000000,2.547065338
0.75,56,11151804204197510087,20,1,14,14,14.000000000,2.547065338
0.75,56,11151804204197510087,21,1,8,8,8.000000000,2.547065338
0.75,56,11151804204197510087,22,2,13,10,6.500000000,2.547065338
0.75,56,11151804204197510087,23,1,1,1,1.000000000,2.547065338
0.75,56,11151804204197510087,24,1,5,5,5.000000000,2.547065338
0.75,56,11151804204197510087,25,1,4,4,4.000000000,2.547065338
0.75,56,11151804204197510087,26,1,8,8,8.000000000,2.547065338
0.75,56,11151804204197510087,27,1,2,2,2.000000000,2.547065338
0.75,57,5970962798516755823,0,8,75,14,9.375000000,2.313883300
0.75,57,5970962798516755823,1,3,25,14,8.333333333,2.313883300
0.75,57,5970962798516755823,2,1,9,9,9.000000000,2.313883300
0.75,57,5970962798516755823,3,1,7,7,7.000000000,2.313883300
0.75,57,5970962798516755823,4,1,7,7,7.000000000,2.313883300
0.75,57,5970962798516755823,5,1,21,21,21.000000000,2.313883300
0.75,57,5970962798516755823,6,2,46,25,23.000000000,2.313883300
0.75,57,5970962798516755823,7,1,5,5,5.000000000,2.313883300
0.75,57,5970962798516755823,8,1,10,10,10.000000000,2.313883300
0.75,57,5970962798516755823,9,3,18,7,6.000000000,2.313883300
0.75,57,5970962798516755823,10,7,103,25,14.714285714,2.313883300
0.75,57,5970962798516755823,11,1,1,1,1.000000000,2.313883300
0.75,57,5970962798516755823,12,1,3,3,3.000000000,2.313883300
0.75,57,5970962798516755823,13,1,29,29,29.000000000,2.313883300
0.75,57,5970962798516755823,14,1,6,6,6.000000000,2.313883300
0.75,57,5970962798516755823,15,1,6,6,6.000000000,2.313883300
0.75,57,5970962798516755823,16,1,1,1,1.000000000,2.313883300
0.75,57,5970962798516755823,17,3,14,6,4.666666667,2.313883300
0.75,57,5970962798516755823,18,2,7,5,3.500000000,2.313883300
0.75,57,5970962798516755823,19,4,33,17,8.250000000,2.313883300
0.75,57,5970962798516755823,20,6,29,8,4.833333333,2.313883300
0.75,57,5970962798516755823,21,2,12,9,6.000000000,2.313883300
0.75,57,5970962798516755823,22,2,28,16,14.000000000,2.313883300
0.75,57,5970962798516755823,23,1,5,5,5.000000000,2.313883300
0.75,57,5970962798516755823,24,1,1,1,1.000000000,2.313883300
0.75,57,5970962798516755823,25,1,12,12,12.000000000,2.313883300
0.75,57,5970962798516755823,26,1,15,15,15.000000000,2.313883300
0.75,57,5970962798516755823,27,3,20,11,6.666666667,2.313883300
0.75,57,5970962798516755823,28,4,75,23,18.750000000,2.313883300
0.75,57,5970962798516755823,29,1,3,3,3.000000000,2.313883300
0.75,57,5970962798516755823,30,3,8,5,2.666666667,2.313883300
0.75,57,5970962798516755823,31,1,2,2,2.000000000,2.313883300
0.75,57,5970962798516755823,32,1,2,2,2.000000000,2.313883300
0.75,58,7069135117920926953,0,3,11,9,3.666666667,1.589543269
0.75,58,7069135117920926953,1,2,10,5,5.000000000,1.589543269
0.75,58,7069135117920926953,2,1,5,5,5.000000000,1.589543269
0.75,58,7069135117920926953,3,2,31,17,15.500000000,1.589543269
0.75,58,7069135117920926953,4,4,30,16,7.500000000,1.589543269
0.75,58,7069135117920926953,5,3,14,6,4.666666667,1.589543269
0.75,58,7069135117920926953,6,1,3,3,3.000000000,1.589543269
0.75,58,7069135117920926953,7,1,1,1,1.000000000,1.589543269
0.75,58,7069135117920926953,8,1,6,6,6.000000000,1.589543269
0.75,58,7069135117920926953,9,1,7,7,7.000000000,1.589543269
0.75,58,7069135117920926953,10,1,3,3,3.000000000,1.589543269
0.75,58,7069135117920926953,11,2,3,3,1.500000000,1.589543269
0.75,58,7069135117920926953,12,1,6,6,6.000000000,1.589543269
0.75,58,7069135117920926953,13,1,3,3,3.000000000,1.589543269
0.75,58,7069135117920926953,14,1,11,11,11.000000000,1.589543269
0.75,58,7069135117920926953,15,1,3,3,3.000000000,1.589543269
0.75,58,7069135117920926953,16,8,61,14,7.625000000,1.589543269
0.75,58,7069135117920926953,17,1,2,2,2.000000000,1.589543269
0.75,58,7069135117920926953,18,1,11,11,11.000000000,1.589543269
0.75,58,7069135117920926953,19,1,2,2,2.000000000,1.589543269
0.75,58,7069135117920926953,20,1,0,0,0.000000000,1.589543269
0.75,58,7069135117920926953,21,1,1,1,1.000000000,1.589543269
0.75,58,7069135117920926953,22,1,0,0,0.000000000,1.589543269
0.75,58,7069135117920926953,23,1,2,2,2.000000000,1.589543269
0.75,58,7069135117920926953,24,2,9,7,4.500000000,1.589543269
0.75,58,7069135117920926953,25,2,23,13,11.500000000,1.589543269
0.75,58,7069135117920926953,26,1,14,14,14.000000000,1.589543269
0.75,58,7069135117920926953,27,1,8,8,8.000000000,1.589543269
0.75,58,7069135117920926953,28,1,4,4,4.000000000,1.589543269
0.75,58,7069135117920926953,29,1,8,8,8.000000000,1.589543269
0.75,58,7069135117920926953,30,1,5,5,5.000000000,1.589543269
0.75,58,7069135117920926953,31,1,19,19,19.000000000,1.589543269
0.75,58,7069135117920926953,32,1,3,3,3.000000000,1.589543269
0.75,58,7069135117920926953,33,1,7,7,7.000000000,1.589543269
0.75,58,7069135117920926953,34,1,11,11,11.000000000,1.589543269
0.75,58,7069135117920926953,35,1,7,7,7.000000000,1.589543269
0.75,58,7069135117920926953,36,1,1,1,1.000000000,1.589543269
0.75,58,7069135117920926953,37,1,12,12,12.000000000,1.589543269
0.75,58,7069135117920926953,38,1,8,8,8.000000000,1.589543269
0.75,58,7069135117920926953,39,1,2,2,2.000000000,1.589543269
0.75,58,7069135117920926953,40,3,17,13,5.666666667,1.589543269
0.75,58,7069135117920926953,41,1,3,3,3.000000000,1.589543269
0.75,58,7069135117920926953,42,1,7,7,7.000000000,1.589543269
0.75,58,7069135117920926953,43,1,14,14,14.000000000,1.589543269
0.75,59,6448828767640842934,0,5,50,16,10.000000000,2.042349727
0.75,59,6448828767640842934,1,1,6,6,6.000000000,2.042349727
0.75,59,6448828767640842934,2,2,25,13,12.500000000,2.042349727
0.75,59,6448828767640842934,3,1,6,6,6.000000000,2.042349727
0.75,59,6448828767640842934,4,2,16,10,8.000000000,2.042349727
0.75,59,6448828767640842934,5,1,2,2,2.000000000,2.042349727
0.75,59,6448828767640842934,6,1,4,4,4.000000000,2.042349727
0.75,59,6448828767640842934,7,1,1,1,1.000000000,2.042349727
0.75,59,6448828767640842934,8,1,2,2,2.000000000,2.042349727
0.75,59,6448828767640842934,9,1,7,7,7.000000000,2.042349727
0.75,59,6448828767640842934,10,1,2,2,2.000000000,2.042349727
0.75,59,6448828767640842934,11,1,6,6,6.000000000,2.042349727
0.75,59,6448828767640842934,12,1,6,6,6.000000000,2.042349727
0.75,59,6448828767640842934,13,1,3,3,3.000000000,2.042349727
0.75,59,6448828767640842934,14,1,13,13,13.000000000,2.042349727
0.75,59,6448828767640842934,15,3,11,8,3.666666667,2.042349727
0.75,59,6448828767640842934,16,1,2,2,2.000000000,2.042349727
0.75,59,6448828767640842934,17,4,35,13,8.750000000,2.042349727
0.75,59,6448828767640842934,18,1,12,12,12.000000000,2.042349727
0.75,59,6448828767640842934,19,2,10,6,5.000000000,2.042349727
0.75,59,6448828767640842934,20,1,0,0,0.000000000,2.042349727
0.75,59,6448828767640842934,21,1,15,15,15.000000000,2.042349727
0.75,59,6448828767640842934,22,3,18,10,6.000000000,2.042349727
0.75,59,6448828767640842934,23,2,6,4,3.000000000,2.042349727
0.75,59,6448828767640842934,24,1,3,3,3.000000000,2.042349727
0.75,59,6448828767640842934,25,1,0,0,0.000000000,2.042349727
0.75,59,6448828767640842934,26,1,15,15,15.000000000,2.042349727
0.75,59,6448828767640842934,27,1,1,1,1.000000000,2.042349727
0.75,59,6448828767640842934,28,1,2,2,2.000000000,2.042349727
0.75,59,6448828767640842934,29,1,1,1,1.000000000,2.042349727
0.75,59,6448828767640842934,30,4,12,8,3.000000000,2.042349727
0.75,59,6448828767640842934,31,1,4,4,4.000000000,2.042349727
0.75,59,6448828767640842934,32,5,26,14,5.200000000,2.042349727
0.75,59,6448828767640842934,33,1,0,0,0.000000000,2.042349727
0.75,59,6448828767640842934,34,1,2,2,2.000000000,2.042349727
0.75,59,6448828767640842934,35,1,13,13,13.000000000,2.042349727
0.75,59,6448828767640842934,36,2,5,5,2.500000000,2.042349727
0.75,59,6448828767640842934,37,1,8,8,8.000000000,2.042349727
0.75,60,13700425208390203654,0,3,7,4,2.333333333,1.949152542
0.75,60,13700425208390203654,1,2,12,9,6.000000000,1.949152542
0.75,60,13700425208390203654,2,1,4,4,4.000000000,1.949152542
0.75,60,13700425208390203654,3,2,8,7,4.000000000,1.949152542
0.75,60,13700425208390203654,4,2,7,7,3.500000000,1.949152542
0.75,60,13700425208390203654,5,3,24,12,8.000000000,1.949152542
0.75,60,13700425208390203654,6,1,1,1,1.000000000,1.949152542
0.75,60,13700425208390203654,7,2,23,17,11.500000000,1.949152542
0.75,60,13700425208390203654,8,1,7,7,7.000000000,1.949152542
0.75,60,13700425208390203654,9,1,2,2,2.000000000,1.949152542
0.75,60,13700425208390203654,10,4,34,23,8.500000000,1.949152542
0.75,60,13700425208390203654,11,1,9,9,9.000000000,1.949152542
0.75,60,13700425208390203654,12,1,3,3,3.000000000,1.949152542
0.75,60,13700425208390203654,13,2,10,8,5.000000000,1.949152542
0.75,60,13700425208390203654,14,3,20,7,6.666666667,1.949152542
0.75,60,13700425208390203654,15,1,3,3,3.000000000,1.949152542
0.75,60,13700425208390203654,16,1,0,0,0.000000000,1.949152542
0.75,60,13700425208390203654,17,1,4,4,4.000000000,1.949152542
0.75,60,13700425208390203654,18,1,3,3,3.000000000,1.949152542
0.75,60,13700425208390203654,19,1,6,6,6.000000000,1.949152542
0.75,60,13700425208390203654,20,1,9,9,9.000000000,1.949152542
0.75,60,13700425208390203654,21,1,10,10,10.000000000,1.949152542
0.75,60,13700425208390203654,22,2,5,4,2.500000000,1.949152542
0.75,60,13700425208390203654,23,1,8,8,8.000000000,1.949152542
0.75,60,13700425208390203654,24,1,6,6,6.000000000,1.949152542
0.75,60,13700425208390203654,25,2,21,18,10.500000000,1.949152542
0.75,60,13700425208390203654,26,1,4,4,4.000000000,1.949152542
0.75,60,13700425208390203654,27,2,12,7,6.000000000,1.949152542
0.75,60,13700425208390203654,28,1,6,6,6.000000000,1.949152542
0.75,60,13700425208390203654,29,4,18,6,4.500000000,1.949152542
0.75,60,13700425208390203654,30,1,0,0,0.000000000,1.949152542
0.75,60,13700425208390203654,31,1,3,3,3.000000000,1.949152542
0.75,60,13700425208390203654,32,1,18,18,18.000000000,1.949152542
0.75,60,13700425208390203654,33,1,3,3,3.000000000,1.949152542
0.75,60,13700425208390203654,34,2,15,14,7.500000000,1.949152542
0.75,60,13700425208390203654,35,3,7,3,2.333333333,1.949152542
0.75,60,13700425208390203654,36,1,1,1,1.000000000,1.949152542
0.75,61,1629335256854327433,0,1,10,10,10.000000000,1.925223214
0.75,61,1629335256854327433,1,1,1,1,1.000000000,1.925223214
0.75,61,1629335256854327433,2,2,6,5,3.000000000,1.925223214
0.75,61,1629335256854327433,3,1,1,1,1.000000000,1.925223214
0.75,61,1629335256854327433,4,2,14,9,7.000000000,1.925223214
0.75,61,1629335256854327433,5,1,1,1,1.000000000,1.925223214
0.75,61,1629335256854327433,6,1,0,0,0.000000000,1.925223214
0.75,61,1629335256854327433,7,2,6,4,3.000000000,1.925223214
0.75,61,1629335256854327433,8,1,25,25,25.000000000,1.925223214
0.75,61,1629335256854327433,9,1,0,0,0.000000000,1.925223214
0.75,61,1629335256854327433,10,1,2,2,2.000000000,1.925223214
0.75,61,1629335256854327433,11,3,10,6,3.333333333,1.925223214
0.75,61,1629335256854327433,12,4,43,19,10.750000000,1.925223214
0.75,61,1629335256854327433,13,1,5,5,5.000000000,1.925223214
0.75,61,1629335256854327433,14,1,5,5,5.000000000,1.925223214
0.75,61,1629335256854327433,15,1,8,8,8.000000000,1.925223214
0.75,61,1629335256854327433,16,2,9,5,4.500000000,1.925223214
0.75,61,1629335256854327433,17,2,15,9,7.500000000,1.925223214
0.75,61,1629335256854327433,18,1,13,13,13.000000000,1.925223214
0.75,61,1629335256854327433,19,6,70,15,11.666666667,1.925223214
0.75,61,1629335256854327433,20,3,15,6,5.000000000,1.925223214
0.75,61,1629335256854327433,21,2,9,5,4.500000000,1.925223214
0.75,61,1629335256854327433,22,1,1,1,1.000000000,1.925223214
0.75,61,1629335256854327433,23,1,0,0,0.000000000,1.925223214
0.75,61,1629335256854327433,24,1,4,4,4.000000000,1.925223214
0.75,61,1629335256854327433,25,1,13,13,13.000000000,1.925223214
0.75,61,1629335256854327433,26,2,16,15,8.000000000,1.925223214
0.75,61,1629335256854327433,27,2,2,2,1.000000000,1.925223214
0.75,61,1629335256854327433,28,1,10,10,10.000000000,1.925223214
0.75,61,1629335256854327433,29,1,7,7,7.000000000,1.925223214
0.75,61,1629335256854327433,30,4,8,4,2.000000000,1.925223214
0.75,61,1629335256854327433,31,3,48,21,16.000000000,1.925223214
0.75,61,1629335256854327433,32,1,10,10,10.000000000,1.925223214
0.75,61,1629335256854327433,33,1,0,0,0.000000000,1.925223214
0.75,61,1629335256854327433,34,1,13,13,13.000000000,1.925223214
0.75,61,1629335256854327433,35,1,4,4,4.000000000,1.925223214
0.75,61,1629335256854327433,36,2,3,2,1.500000000,1.925223214
0.75,61,1629335256854327433,37,1,1,1,1.000000000,1.925223214
0.75,62,18340523841166392240,0,2,6,5,3.000000000,1.728142077
0.75,62,18340523841166392240,1,1,3,3,3.000000000,1.728142077
0.75,62,18340523841166392240,2,1,4,4,4.000000000,1.728142077
0.75,62,18340523841166392240,3,1,1,1,1.000000000,1.728142077
0.75,62,18340523841166392240,4,2,36,20,18.000000000,1.728142077
0.75,62,18340523841166392240,5,1,13,13,13.000000000,1.728142077
0.75,62,18340523841166392240,6,4,9,4,2.250000000,1.728142077
0.75,62,18340523841166392240,7,1,4,4,4.000000000,1.728142077
0.75,62,18340523841166392240,8,1,5,5,5.000000000,1.728142077
0.75,62,18340523841166392240,9,1,1,1,1.000000000,1.728142077
0.75,62,18340523841166392240,10,1,3,3,3.000000000,1.728142077
0.75,62,18340523841166392240,11,1,2,2,2.000000000,1.728142077
0.75,62,18340523841166392240,12,1,0,0,0.000000000,1.728142077
0.75,62,18340523841166392240,13,3,23,13,7.666666667,1.728142077
0.75,62,18340523841166392240,14,1,1,1,1.000000000,1.728142077
0.75,62,18340523841166392240,15,1,5,5,5.000000000,1.728142077
0.75,62,18340523841166392240,16,6,52,18,8.666666667,1.728142077
0.75,62,18340523841166392240,17,1,0,0,0.000000000,1.728142077
0.75,62,18340523841166392240,18,1,18,18,18.000000000,1.728142077
0.75,62,18340523841166392240,19,1,0,0,0.000000000,1.728142077
0.75,62,18340523841166392240,20,2,5,4,2.500000000,1.728142077
0.75,62,18340523841166392240,21,1,9,9,9.000000000,1.728142077
0.75,62,18340523841166392240,22,5,42,21,8.400000000,1.728142077
0.75,62,18340523841166392240,23,1,3,3,3.000000000,1.728142077
0.75,62,18340523841166392240,24,2,10,8,5.000000000,1.728142077
0.75,62,18340523841166392240,25,1,1,1,1.000000000,1.728142077
0.75,62,18340523841166392240,26,1,14,14,14.000000000,1.728142077
0.75,62,18340523841166392240,27,1,5,5,5.000000000,1.728142077
0.75,62,18340523841166392240,28,1,13,13,13.000000000,1.728142077
0.75,62,18340523841166392240,29,2,17,12,8.500000000,1.728142077
0.75,62,18340523841166392240,30,1,4,4,4.000000000,1.728142077
0.75,62,18340523841166392240,31,2,30,25,15.000000000,1.728142077
0.75,62,18340523841166392240,32,2,13,11,6.500000000,1.728142077
0.75,62,18340523841166392240,33,1,10,10,10.000000000,1.728142077
0.75,62,18340523841166392240,34,1,0,0,0.000000000,1.728142077
0.75,62,18340523841166392240,35,1,24,24,24.000000000,1.728142077
0.75,62,18340523841166392240,36,1,2,2,2.000000000,1.728142077
0.75,62,18340523841166392240,37,1,11,11,11.000000000,1.728142077
0.75,62,18340523841166392240,38,1,4,4,4.000000000,1.728142077
0.75,62,18340523841166392240,39,1,0,0,0.000000000,1.728142077
0.75,63,1579184371038568964,0,1,9,9,9.000000000,2.804878049
0.75,63,1579184371038568964,1,1,29,29,29.000000000,2.804878049
0.75,63,1579184371038568964,2,1,21,21,21.000000000,2.804878049
0.75,63,1579184371038568964,3,6,29,8,4.833333333,2.804878049
0.75,63,1579184371038568964,4,1,5,5,5.000000000,2.804878049
0.75,63,1579184371038568964,5,1,1,1,1.000000000,2.804878049
0.75,63,1579184371038568964,6,1,1,1,1.000000000,2.804878049
0.75,63,1579184371038568964,7,1,18,18,18.000000000,2.804878049
0.75,63,1579184371038568964,8,1,5,5,5.000000000,2.804878049
0.75,63,1579184371038568964,9,1,5,5,5.000000000,2.804878049
0.75,63,1579184371038568964,10,1,6,6,6.000000000,2.804878049
0.75,63,1579184371038568964,11,3,19,9,6.333333333,2.804878049
0.75,63,1579184371038568964,12,1,6,6,6.000000000,2.804878049
0.75,63,1579184371038568964,13,1,0,0,0.000000000,2.804878049
0.75,63,1579184371038568964,14,2,20,17,10.000000000,2.804878049
0.75,63,1579184371038568964,15,1,5,5,5.000000000,2.804878049
0.75,63,1579184371038568964,16,1,6,6,6.000000000,2.804878049
0.75,63,1579184371038568964,17,4,17,9,4.250000000,2.804878049
0.75,63,1579184371038568964,18,1,10,10,10.000000000,2.804878049
0.75,63,1579184371038568964,19,2,14,8,7.000000000,2.804878049
0.75,63,1579184371038568964,20,1,4,4,4.000000000,2.804878049
0.75,63,1579184371038568964,21,4,23,7,5.750000000,2.804878049
0.75,63,1579184371038568964,22,1,8,8,8.000000000,2.804878049
0.75,63,1579184371038568964,23,1,0,0,0.000000000,2.804878049
0.75,63,1579184371038568964,24,1,3,3,3.000000000,2.804878049
0.75,63,1579184371038568964,25,1,4,4,4.000000000,2.804878049
0.75,64,10060009355697635971,0,1,1,1,1.000000000,1.994680851
0.75,64,10060009355697635971,1,1,9,9,9.000000000,1.994680851
0.75,64,10060009355697635971,2,2,8,5,4.000000000,1.994680851
0.75,64,10060009355697635971,3,4,18,8,4.500000000,1.994680851
0.75,64,10060009355697635971,4,2,17,13,8.500000000,1.994680851
0.75,64,10060009355697635971,5,3,18,8,6.000000000,1.994680851
0.75,64,10060009355697635971,6,1,3,3,3.000000000,1.994680851
0.75,64,10060009355697635971,7,2,20,17,10.000000000,1.994680851
0.75,64,10060009355697635971,8,1,2,2,2.000000000,1.994680851
0.75,64,10060009355697635971,9,2,22,14,11.000000000,1.994680851
0.75,64,10060009355697635971,10,1,2,2,2.000000000,1.994680851
0.75,64,10060009355697635971,11,1,0,0,0.000000000,1.994680851
0.75,64,10060009355697635971,12,1,2,2,2.000000000,1.994680851
0.75,64,10060009355697635971,13,1,9,9,9.000000000,1.994680851
0.75,64,10060009355697635971,14,1,9,9,9.000000000,1.994680851
0.75,64,10060009355697635971,15,1,3,3,3.000000000,1.994680851
0.75,64,10060009355697635971,16,1,0,0,0.000000000,1.994680851
0.75,64,10060009355697635971,17,1,15,15,15.000000000,1.994680851
0.75,64,10060009355697635971,18,1,1,1,1.000000000,1.994680851
0.75,64,10060009355697635971,19,1,14,14,14.000000000,1.994680851
0.75,64,10060009355697635971,20,1,4,4,4.000000000,1.994680851
0.75,64,10060009355697635971,21,3,18,9,6.000000000,1.994680851
0.75,64,10060009355697635971,22,2,16,11,8.000000000,1.994680851
0.75,64,10060009355697635971,23,1,3,3,3.000000000,1.994680851
0.75,64,10060009355697635971,24,1,1,1,1.000000000,1.994680851
0.75,64,10060009355697635971,25,2,6,4,3.000000000,1.994680851
0.75,64,10060009355697635971,26,2,1,1,0.500000000,1.994680851
0.75,64,10060009355697635971,27,1,2,2,2.000000000,1.994680851
0.75,64,10060009355697635971,28,1,4,4,4.000000000,1.994680851
0.75,64,10060009355697635971,29,2,20,11,10.000000000,1.994680851
0.75,64,10060009355697635971,30,1,6,6,6.000000000,1.994680851
0.75,64,10060009355697635971,31,1,1,1,1.000000000,1.994680851
0.75,65,2490894998454975032,0,1,1,1,1.000000000,2.426948052
0.75,65,2490894998454975032,1,1,24,24,24.000000000,2.426948052
0.75,65,2490894998454975032,2,1,14,14,14.000000000,2.426948052
0.75,65,2490894998454975032,3,11,73,24,6.636363636,2.426948052
0.75,65,2490894998454975032,4,2,22,22,11.000000000,2.426948052
0.75,65,2490894998454975032,5,1,10,10,10.000000000,2.426948052
0.75,65,2490894998454975032,6,2,5,3,2.500000000,2.426948052
0.75,65,2490894998454975032,7,1,19,19,19.000000000,2.426948052
0.75,65,2490894998454975032,8,1,5,5,5.000000000,2.426948052
0.75,65,2490894998454975032,9,1,2,2,2.000000000,2.426948052
0.75,65,2490894998454975032,10,5,49,16,9.800000000,2.426948052
0.75,65,2490894998454975032,11,1,4,4,4.000000000,2.426948052
0.75,65,2490894998454975032,12,1,4,4,4.000000000,2.426948052
0.75,65,2490894998454975032,13,1,7,7,7.000000000,2.426948052
0.75,65,2490894998454975032,14,1,6,6,6.000000000,2.426948052
0.75,65,2490894998454975032,15,1,10,10,10.000000000,2.426948052
0.75,65,2490894998454975032,16,1,2,2,2.000000000,2.426948052
0.75,65,2490894998454975032,17,1,1,1,1.000000000,2.426948052
0.75,65,2490894998454975032,18,2,4,3,2.000000000,2.426948052
0.75,65,2490894998454975032,19,1,0,0,0.000000000,2.426948052
0.75,65,2490894998454975032,20,1,11,11,11.000000000,2.426948052
0.75,65,2490894998454975032,21,1,6,6,6.000000000,2.426948052
0.75,65,2490894998454975032,22,1,9,9,9.000000000,2.426948052
0.75,65,2490894998454975032,23,3,36,22,12.000000000,2.426948052
0.75,65,2490894998454975032,24,1,11,11,11.000000000,2.426948052
0.75,65,2490894998454975032,25,2,7,4,3.500000000,2.426948052
0.75,65,2490894998454975032,26,1,6,6,6.000000000,2.426948052
0.75,65,2490894998454975032,27,1,3,3,3.000000000,2.426948052
0.75,65,2490894998454975032,28,1,2,2,2.000000000,2.426948052
0.75,65,2490894998454975032,29,5,31,10,6.200000000,2.426948052
0.75,65,2490894998454975032,30,1,0,0,0.000000000,2.426948052
0.75,65,2490894998454975032,31,1,9,9,9.000000000,2.426948052
0.75,66,4026796705605799191,0,2,13,9,6.500000000,2.613636364
0.75,66,4026796705605799191,1,1,2,2,2.000000000,2.613636364
0.75,66,4026796705605799191,2,3,9,9,3.000000000,2.613636364
0.75,66,4026796705605799191,3,2,22,12,11.000000000,2.613636364
0.75,66,4026796705605799191,4,1,13,13,13.000000000,2.613636364
0.75,66,4026796705605799191,5,1,1,1,1.000000000,2.613636364
0.75,66,4026796705605799191,6,1,4,4,4.000000000,2.613636364
0.75,66,4026796705605799191,7,1,2,2,2.000000000,2.613636364
0.75,66,4026796705605799191,8,3,11,6,3.666666667,2.613636364
0.75,66,4026796705605799191,9,1,13,13,13.000000000,2.613636364
0.75,66,4026796705605799191,10,1,6,6,6.000000000,2.613636364
0.75,66,4026796705605799191,11,1,3,3,3.000000000,2.613636364
0.75,66,4026796705605799191,12,2,6,4,3.000000000,2.613636364
0.75,66,4026796705605799191,13,4,13,8,3.250000000,2.613636364
0.75,66,4026796705605799191,14,2,8,4,4.000000000,2.613636364
0.75,66,4026796705605799191,15,1,12,12,12.000000000,2.613636364
0.75,66,4026796705605799191,16,1,14,14,14.000000000,2.613636364
0.75,66,4026796705605799191,17,1,6,6,6.000000000,2.613636364
0.75,66,4026796705605799191,18,2,14,8,7.000000000,2.613636364
0.75,66,4026796705605799191,19,3,8,5,2.666666667,2.613636364
0.75,66,4026796705605799191,20,1,14,14,14.000000000,2.613636364
0.75,66,4026796705605799191,21,3,12,6,4.000000000,2.613636364
0.75,66,4026796705605799191,22,1,3,3,3.000000000,2.613636364
0.75,66,4026796705605799191,23,1,19,19,19.000000000,2.613636364
0.75,66,4026796705605799191,24,3,40,21,13.333333333,2.613636364
0.75,66,4026796705605799191,25,1,8,8,8.000000000,2.613636364
0.75,66,4026796705605799191,26,1,0,0,0.000000000,2.613636364
0.75,67,13281742923566256733,0,7,35,13,5.000000000,1.916666667
0.75,67,13281742923566256733,1,1,18,18,18.000000000,1.916666667
0.75,67,13281742923566256733,2,1,19,19,19.000000000,1.916666667
0.75,67,13281742923566256733,3,1,10,10,10.000000000,1.916666667
0.75,67,13281742923566256733,4,3,59,21,19.666666667,1.916666667
0.75,67,13281742923566256733,5,1,8,8,8.000000000,1.916666667
0.75,67,13281742923566256733,6,1,12,12,12.000000000,1.916666667
0.75,67,13281742923566256733,7,1,1,1,1.000000000,1.916666667
0.75,67,13281742923566256733,8,1,1,1,1.000000000,1.916666667
0.75,67,13281742923566256733,9,1,12,12,12.000000000,1.916666667
0.75,67,13281742923566256733,10,1,15,15,15.000000000,1.916666667
0.75,67,13281742923566256733,11,1,4,4,4.000000000,1.916666667
0.75,67,13281742923566256733,12,1,11,11,11.000000000,1.916666667
0.75,67,13281742923566256733,13,1,13,13,13.000000000,1.916666667
0.75,67,13281742923566256733,14,2,16,10,8.000000000,1.916666667
0.75,67,13281742923566256733,15,1,15,15,15.000000000,1.916666667
0.75,67,13281742923566256733,16,1,8,8,8.000000000,1.916666667
0.75,67,13281742923566256733,17,3,1,1,0.333333333,1.916666667
0.75,67,13281742923566256733,18,1,5,5,5.000000000,1.916666667
0.75,67,13281742923566256733,19,1,3,3,3.000000000,1.916666667
0.75,67,13281742923566256733,20,1,11,11,11.000000000,1.916666667
0.75,67,13281742923566256733,21,1,3,3,3.000000000,1.916666667
0.75,67,13281742923566256733,22,1,0,0,0.000000000,1.916666667
0.75,67,13281742923566256733,23,2,9,5,4.500000000,1.916666667
0.75,67,13281742923566256733,24,1,1,1,1.000000000,1.916666667
0.75,67,13281742923566256733,25,1,13,13,13.000000000,1.916666667
0.75,67,13281742923566256733,26,2,3,3,1.500000000,1.916666667
0.75,67,13281742923566256733,27,1,5,5,5.000000000,1.916666667
0.75,67,13281742923566256733,28,1,6,6,6.000000000,1.916666667
0.75,67,13281742923566256733,29,3,43,18,14.333333333,1.916666667
0.75,67,13281742923566256733,30,2,2,1,1.000000000,1.916666667
0.75,67,13281742923566256733,31,1,5,5,5.000000000,1.916666667
0.75,67,13281742923566256733,32,1,9,9,9.000000000,1.916666667
0.75,67,13281742923566256733,33,1,20,20,20.000000000,1.916666667
0.75,67,13281742923566256733,34,1,15,15,15.000000000,1.916666667
