defect_density,step,replicas,time_mean,time_ci95_low,time_ci95_high,defects_mean,defects_ci95_low,defects_ci95_high,total_rate_mean,total_rate_ci95_low,total_rate_ci95_high,rate_log10_mean_mean,rate_log10_mean_ci95_low,rate_log10_mean_ci95_high,rate_log10_width_mean,rate_log10_width_ci95_low,rate_log10_width_ci95_high,exposure_age_mean_mean,exposure_age_mean_ci95_low,exposure_age_mean_ci95_high,exposure_age_p95_mean,exposure_age_p95_ci95_low,exposure_age_p95_ci95_high,geometric_area_mean,geometric_area_ci95_low,geometric_area_ci95_high,bet_proxy_mean,bet_proxy_ci95_low,bet_proxy_ci95_high
0.15,200,64,103.66921055453125,100.98803027046876,106.3625172734375,0.0,0.0,0.0,2.4396875,2.410625,2.46953125,-2.0,-2.0,-2.0,0.0,0.0,0.0,79.73054175577043,77.70834856993106,81.72801249277225,103.66921055453125,101.11900515984375,106.43058141140625,6373.081546875,6351.499828125,6393.943875,329.546875,327.703125,331.40625
0.15,210,64,107.775302279375,105.1170320565625,110.75001523921875,0.0,0.0,0.0,2.463125,2.43390625,2.491875,-2.0,-2.0,-2.0,0.0,0.0,0.0,82.67313104863551,80.70702474654067,84.70530186858603,107.775302279375,104.9286813846875,110.5513186225,6338.550796875,6316.2496875,6362.2906875,325.515625,323.578125,327.46875
0.15,220,64,111.91733263890625,108.93957409109375,114.8510924878125,0.0,0.0,0.0,2.4775,2.4490625,2.508125,-2.0,-2.0,-2.0,0.0,0.0,0.0,85.65541905127968,83.60549532955031,87.8104519045707,111.91733263890625,109.114136215625,114.781187059375,6298.264921875,6273.08625,6321.285421875,320.96875,319.046875,322.921875
0.15,230,64,115.83412930796875,113.01844342375,118.7463005690625,0.0,0.0,0.0,2.47671875,2.4478125,2.50375,-2.0,-2.0,-2.0,0.0,0.0,0.0,88.64573767042202,86.64672109185565,90.74526729381076,115.83412930796875,112.9633786515625,118.73497192203125,6259.417828125,6233.519765625,6285.315890625,315.265625,313.375,317.15625
0.15,240,64,119.8792214640625,117.1604259890625,122.6817147125,0.0,0.0,0.0,2.46734375,2.439375,2.495,-2.0,-2.0,-2.0,0.0,0.0,0.0,91.77911801894592,89.67071818064449,93.83013463739117,119.8792214640625,117.2456060875,122.6468590671875,6211.938046875,6184.601203125,6240.713671875,308.984375,307.09375,310.734375
0.15,250,64,124.1546037640625,121.3333561734375,127.1139968765625,0.0,0.0,0.0,2.46359375,2.4392187499999998,2.48828125,-2.0,-2.0,-2.0,0.0,0.0,0.0,95.16137036432441,93.24432624329873,97.26981414700639,124.1546037640625,121.3852539078125,126.902589109375,6156.54496875,6125.611171875,6188.1981562500005,302.8125,301.015625,304.53125
0.15,260,64,128.18794835625,125.352259925,130.9642131296875,0.0,0.0,0.0,2.444375,2.42,2.46953125,-2.0,-2.0,-2.0,0.0,0.0,0.0,98.48481706144001,96.35961701070366,100.4912116527141,128.18794835625,125.47618098125,131.015624125,6110.50396875,6079.570171875,6142.15715625,295.84375,294.1875,297.328125
0.15,270,64,132.499125225,129.6395609328125,135.3313577390625,0.0,0.0,0.0,2.42140625,2.3984375,2.44328125,-2.0,-2.0,-2.0,0.0,0.0,0.0,101.9637554501219,99.84380147558119,104.12884935095424,132.499125225,129.6829788703125,135.3952288234375,6056.549671875,6027.05465625,6087.48346875,288.5,287.03125,289.953125
0.15,280,64,136.575164215625,133.6352439609375,139.7165951265625,0.0,0.0,0.0,2.3903125,2.37,2.41234375,-2.0,-2.0,-2.0,0.0,0.0,0.0,105.29120360699982,103.20253195925471,107.39563051547216,136.575164215625,133.729976421875,139.5389222796875,5998.27903125,5965.906453125,6032.80978125,281.03125,279.640625,282.390625
0.15,290,64,140.7566899234375,137.8430653390625,143.8595160375,0.0,0.0,0.0,2.3603125,2.34125,2.37984375,-2.0,-2.0,-2.0,0.0,0.0,0.0,108.85634693093483,106.73405851163525,111.01789721755515,140.7566899234375,137.8607117921875,143.78762695625,5937.85021875,5904.038859375,5972.38096875,273.5,272.34375,274.578125
0.15,300,64,144.858024165625,141.834619325,147.8788068578125,0.0,0.0,0.0,2.32765625,2.30890625,2.346875,-2.0,-2.0,-2.0,0.0,0.0,0.0,112.34000901768698,110.20942387243586,114.54460404535527,144.858024165625,141.86853264375,147.8897622078125,5866.630546875,5828.5028437500005,5903.31946875,265.546875,264.5,266.640625
0.15,310,64,149.36260279375,146.46095311875,152.508585934375,0.0,0.0,0.0,2.28859375,2.27015625,2.30671875,-2.0,-2.0,-2.0,0.0,0.0,0.0,116.15699302021831,113.9629089778449,118.32586461799004,149.36260279375,146.4590460140625,152.4881205265625,5798.2884375,5757.283171875,5839.293703125,257.671875,256.828125,258.484375
0.15,320,64,153.856330271875,150.9872578375,156.8124162546875,0.0,0.0,0.0,2.24484375,2.22609375,2.261875,-2.0,-2.0,-2.0,0.0,0.0,0.0,119.97709808384242,117.86714550561685,122.27948775266924,153.856330271875,150.8347069578125,156.8394421375,5712.680953125,5672.395078125,5754.405609375,249.390625,248.5625,250.171875
0.15,330,64,158.54893183281249,155.6976046078125,161.74443975937498,0.0,0.0,0.0,2.19125,2.17421875,2.2071875,-2.0,-2.0,-2.0,0.0,0.0,0.0,124.21625732946237,122.0231523300964,126.5613183137198,158.54893183281249,155.5582973203125,161.650449571875,5624.19590625,5578.874296875,5668.078734375,240.640625,239.921875,241.328125
0.15,340,64,163.11501211875,160.0708588328125,166.0324937234375,0.0,0.0,0.0,2.13484375,2.1203125,2.1509375,-2.0,-2.0,-2.0,0.0,0.0,0.0,128.28600659502828,125.87734593409952,130.62175269714336,163.11501211875,160.0466926671875,166.2624939203125,5522.0424375,5476.720828125,5566.64465625,231.796875,231.140625,232.40625
0.15,350,64,167.80039666875,164.69125565625,171.046448,0.0,0.0,0.0,2.0725,2.05875,2.08578125,-2.0,-2.0,-2.0,0.0,0.0,0.0,132.6450651612709,130.10752501735678,135.21559491524067,167.80039666875,164.710335184375,171.01127292500001,5428.52165625,5384.638828125,5476.0014375,222.8125,222.3125,223.328125
0.15,360,64,172.3733083296875,169.262842990625,175.4812571671875,0.0,0.0,0.0,2.0051562499999998,1.99375,2.01671875,-2.0,-2.0,-2.0,0.0,0.0,0.0,136.8846238940036,134.48854470936755,139.45443206332476,172.3733083296875,169.2708173140625,175.5553172859375,5340.756,5296.873171875,5388.23578125,213.578125,213.140625,214.015625
0.15,370,64,177.61743551875,174.5111249,181.08959759375,0.0,0.0,0.0,1.93484375,1.925,1.9440625,-2.0,-2.0,-2.0,0.0,0.0,0.0,141.85625734968374,139.17651024856508,144.42405360144423,177.61743551875,174.3856677015625,180.905665840625,5224.21471875,5178.17371875,5270.25571875,204.21875,203.796875,204.578125
0.15,380,64,182.821318646875,179.5607447640625,186.1042286484375,0.0,0.0,0.0,1.8571875,1.8484375,1.86640625,-2.0,-2.0,-2.0,0.0,0.0,0.0,146.73382966208484,144.11577638829706,149.38119146766894,182.821318646875,179.7160769109375,185.99589833125,5103.35709375,5060.913046875,5147.9593125,194.71875,194.359375,195.03125
0.15,390,64,188.3455975984375,184.9312481109375,191.717311515625,0.0,0.0,0.0,1.78015625,1.77171875,1.7884375000000001,-2.0,-2.0,-2.0,0.0,0.0,0.0,152.07166225756612,149.39577051278982,154.62547467300686,188.3455975984375,185.136732096875,191.8353841171875,4968.831046875,4924.228828125,5010.555703125,185.0,184.71875,185.28125
0.15,400,64,194.3599994046875,190.936591871875,197.572058228125,0.0,0.0,0.0,1.69703125,1.689375,1.70453125,-2.0,-2.0,-2.0,0.0,0.0,0.0,157.8639781977971,155.21460539512054,160.62715350428502,194.3599994046875,191.097729909375,197.7001865921875,4840.7795156249995,4796.177296875,4886.101125,175.25,174.984375,175.5
0.15,410,64,200.628722509375,197.193895415625,204.10640756875,0.0,0.0,0.0,1.61234375,1.6059375,1.61890625,-2.0,-2.0,-2.0,0.0,0.0,0.0,163.97656201478702,161.1978966584974,166.9606668447872,200.628722509375,197.0652902453125,203.920918453125,4706.25346875,4664.5288125,4749.4169062500005,165.5625,165.359375,165.734375
0.15,420,64,207.0153021375,203.60220858125,210.5065684921875,0.0,0.0,0.0,1.52390625,1.51875,1.5290625,-2.0,-2.0,-2.0,0.0,0.0,0.0,170.5988117785896,167.64850845905,173.480436233261,207.0153021375,203.60160891875,210.48404726875,4551.584484375,4508.421046875,4591.870359375,155.703125,155.53125,155.84375
0.15,430,64,214.05590585625,210.5769383875,217.3832841234375,0.0,0.0,0.0,1.4342187499999999,1.4298437499999999,1.43859375,-2.0,-2.0,-2.0,0.0,0.0,0.0,177.56018390964235,174.7075037133267,180.551026101337,214.05590585625,210.4450598015625,217.702418753125,4370.298046875,4327.134609375,4415.61965625,145.78125,145.640625,145.90625
0.15,440,64,221.0771427359375,217.6480489140625,224.7330996328125,0.0,0.0,0.0,1.34203125,1.33828125,1.34546875,-2.0,-2.0,-2.0,0.0,0.0,0.0,184.24687320524757,181.28199386648592,187.3630382517412,221.0771427359375,217.51683593125,224.77080223125,4190.450390625,4150.88390625,4234.33321875,135.859375,135.75,135.953125
0.15,450,64,228.7926202671875,225.2662522296875,232.735369121875,0.0,0.0,0.0,1.2475,1.2446875,1.2503125,-2.0,-2.0,-2.0,0.0,0.0,0.0,192.25050457833706,189.12592794479673,195.5490227144182,228.7926202671875,225.2202079921875,232.3842594515625,3989.021015625,3953.051484375,4027.868109375,125.921875,125.84375,125.984375
0.15,460,64,237.200414875,233.6748659375,240.9392911203125,0.0,0.0,0.0,1.1512499999999999,1.14890625,1.1532812499999998,-2.0,-2.0,-2.0,0.0,0.0,0.0,200.5335394602409,197.448355715317,203.65954630225983,237.200414875,233.502697653125,240.8628651765625,3771.04565625,3730.75978125,3810.612140625,115.953125,115.890625,116.0
0.15,470,64,245.369431159375,241.738912140625,248.9690858203125,0.0,0.0,0.0,1.05484375,1.05296875,1.0565625,-2.0,-2.0,-2.0,0.0,0.0,0.0,208.88487085796163,205.79595365472898,212.04565709992272,245.369431159375,241.8015124984375,249.257753971875,3550.912125,3511.345640625,3591.198,105.96875,105.921875,106.0
0.15,480,64,255.583068734375,251.60133870781252,259.5061341421875,0.0,0.0,0.0,0.95703125,0.955625,0.95828125,-2.0,-2.0,-2.0,0.0,0.0,0.0,218.82883651224483,215.66910470146556,222.15447134688787,255.583068734375,251.6750532578125,259.6979926203125,3307.75809375,3269.630390625,3345.885796875,95.96875,95.921875,96.0
0.15,490,64,267.2761851609375,263.410252,271.146436925,0.0,0.0,0.0,0.8584375,0.85734375,0.859375,-2.0,-2.0,-2.0,0.0,0.0,0.0,230.62213644247467,227.5256052233051,233.79163127858854,267.2761851609375,263.4196450015625,271.3732382671875,3045.89990625,3008.49159375,3081.150046875,85.984375,85.953125,86.0
0.15,500,64,279.9574106671875,276.207703559375,284.08328166875,0.0,0.0,0.0,0.7584375,0.75734375,0.759375,-2.0,-2.0,-2.0,0.0,0.0,0.0,243.48847590562806,240.2505445880736,246.69397856207442,279.9574106671875,276.21497885625,283.8640991546875,2784.04171875,2748.791578125,2821.45003125,75.984375,75.953125,76.0
0.15,510,64,293.020670771875,289.1797954265625,297.1317808375,0.0,0.0,0.0,0.65953125,0.65890625,0.66,-2.0,-2.0,-2.0,0.0,0.0,0.0,256.71636644827345,253.3780259854214,260.2758686235393,293.020670771875,288.9775297921875,297.513433246875,2485.494609375,2456.7189843749998,2515.709015625,66.0,66.0,66.0
0.15,520,64,308.6392902609375,304.3261977140625,313.186391503125,0.0,0.0,0.0,0.5596875,0.5592187500000001,0.56,-2.0,-2.0,-2.0,0.0,0.0,0.0,272.2375028228069,268.2362321041155,276.21401855630023,308.6392902609375,304.2899083578125,312.977470596875,2175.43725,2154.5749218749997,2197.01896875,56.0,56.0,56.0
0.15,530,64,328.0186461171875,323.5744477875,333.00399275,0.0,0.0,0.0,0.46,0.46,0.46,-2.0,-2.0,-2.0,0.0,0.0,0.0,291.32373757995583,286.95965666294836,295.7373915969803,328.0186461171875,323.6664890796875,332.8165042046875,1848.114515625,1824.374625,1869.6962343750001,46.0,46.0,46.0
0.15,540,64,353.215961515625,348.0457887625,358.50162255625,0.0,0.0,0.0,0.36,0.36,0.36,-2.0,-2.0,-2.0,0.0,0.0,0.0,316.4210466120399,311.8110215132856,321.21727613980903,353.215961515625,348.019927865625,358.24191628125,1492.735546875,1470.4344375,1513.597875,36.0,36.0,36.0
0.15,550,64,385.519058571875,380.071897575,390.7859843078125,0.0,0.0,0.0,0.26,0.26,0.26,-2.0,-2.0,-2.0,0.0,0.0,0.0,348.7674406079327,343.87096110745193,353.9098281329928,385.519058571875,380.2587068421875,390.6342155125,1107.142171875,1091.315578125,1121.529984375,26.0,26.0,26.0
0.15,560,64,434.1055927734375,427.9532082125,440.5813771125,0.0,0.0,0.0,0.16,0.16,0.16,-2.0,-2.0,-2.0,0.0,0.0,0.0,396.06590843261716,389.8563256245117,402.605613509375,434.1055927734375,427.7032154875,440.420294053125,698.528296875,688.456828125,707.880375,16.0,16.0,16.0
0.15,570,64,522.4335132296875,512.2031006,532.4479035375,0.0,0.0,0.0,0.06,0.06,0.06,-2.0,-2.0,-2.0,0.0,0.0,0.0,481.87224628984376,472.1311691341146,492.6684244890625,521.31288494375,511.5544627359375,531.476365415625,271.92965625,268.33270312499997,274.80721875,6.0,6.0,6.0
0.15,576,64,742.5391145078125,714.0531329234375,778.0910299484375,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0,64,0.0,0.0,0.0,36.78125,35.46875,38.125,367.8125,354.6875,381.09375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6629.904,6629.904,6629.904,288.0,288.0,288.0
0.25,10,64,0.03500924588921875,0.0318937618225,0.03834861625421875,26.796875,25.421875,28.21875,268.33890625,254.589375,282.24078125,-0.7478837073875526,-0.7990371638589678,-0.7022654425250601,1.4663202104447466,1.4563385156992048,1.4758922433332828,0.03437938943957375,0.031278803924024795,0.03776110487299321,0.03500924588921875,0.0317099646971875,0.03839939565359375,6629.904,6629.904,6629.904,288.0,288.0,288.0
0.25,20,64,0.0820921533890625,0.073969345139375,0.09228686801609375,16.8125,15.546875,18.125,168.80640625,155.53421875,181.91921875,-1.411177876761902,-1.4539033379517876,-1.369203996687884,1.1702159131414482,1.1369808885650954,1.2026704539305484,0.07943624010573958,0.07164699962633032,0.08922968978260827,0.0820921533890625,0.0736383535865625,0.09131269862281251,6629.904,6629.904,6629.904,288.0,288.0,288.0
0.25,30,64,0.42268742967828127,0.23820215234703127,0.6690375441029688,7.15625,5.984375,8.40625,72.5103125,60.00953125,84.23234375,-1.792275412071001,-1.8285914452163665,-1.756845356755995,0.6764562532430076,0.5952487104870171,0.7508022030858541,0.4130858707819863,0.2347911431957195,0.6593198489709038,0.42268742967828127,0.23839893934078124,0.6859725462695312,6629.904,6629.904,6629.904,288.15625,288.0,288.34375
0.25,40,64,4.0404716333906245,3.0559525776515626,5.144306678829688,1.140625,0.65625,1.6875,12.5559375,7.8725000000000005,18.01984375,-1.9707469010198344,-1.9826731417521648,-1.9574205322310783,0.15741671238161611,0.10052479537906397,0.2188909963905289,3.9119172350116584,2.919623514089527,4.959837674826783,4.0404716333906245,2.987099297290625,5.111090474051562,6629.904,6629.904,6629.904,291.671875,290.578125,292.828125
0.25,50,64,11.424349774759374,9.96153892236875,12.9262892036875,0.0,0.0,0.0,1.3090625,1.2971875,1.32234375,-2.0,-2.0,-2.0,0.0,0.0,0.0,10.817496635940046,9.434595563318958,12.180200247738389,11.424349774759374,10.024819627789062,12.897148337782813,6629.904,6629.904,6629.904,299.96875,298.375,301.65625
0.25,60,64,19.375739642921875,17.73372790475,21.082575909109377,0.0,0.0,0.0,1.4453125,1.42859375,1.4625,-2.0,-2.0,-2.0,0.0,0.0,0.0,17.955382895679104,16.465323933637986,19.478492139625846,19.375739642921875,17.764741464,21.090870713921873,6629.184609375,6627.745828125,6629.904,308.234375,306.328125,310.09375
0.25,70,64,25.92269030140625,24.18407871546875,27.6834070675,0.0,0.0,0.0,1.57078125,1.5521875,1.59046875,-2.0,-2.0,-2.0,0.0,0.0,0.0,23.346525758836474,21.855575042889726,24.826435753486134,25.92269030140625,24.194238863125,27.696462719375,6624.868265625,6620.5519218750005,6628.4652187500005,316.40625,314.53125,318.421875
0.25,80,64,31.8370091209375,30.17291858984375,33.5737136746875,0.0,0.0,0.0,1.68625,1.6653125,1.70921875,-2.0,-2.0,-2.0,0.0,0.0,0.0,27.96513023707424,26.489305559468036,29.465686518203757,31.8370091209375,30.071783620625,33.540367874375,6621.2713125,6615.5161875,6626.307046875,323.546875,321.46875,325.671875
0.25,90,64,37.704351699375,35.71507121546875,39.675444469375,0.0,0.0,0.0,1.7979687500000001,1.77375,1.82171875,-2.0,-2.0,-2.0,0.0,0.0,0.0,32.48274165130918,30.7790726595619,34.143269633704804,37.704351699375,35.73019060015625,39.73349848609375,6614.07740625,6606.164109375,6620.5519218750005,329.4375,327.265625,331.546875
0.25,100,64,43.337259740625,41.2216318325,45.4311181246875,0.0,0.0,0.0,1.89375,1.86796875,1.92125,-2.0,-2.0,-2.0,0.0,0.0,0.0,36.6815776902594,35.040627862506625,38.40172981282199,43.337259740625,41.2776340625,45.42370959296875,6604.7253281250005,6595.373250000001,6613.358015625,334.46875,332.296875,336.6875
0.25,110,64,48.53453104171875,46.559467071875,50.54019702828125,0.0,0.0,0.0,1.97265625,1.94296875,2.00203125,-2.0,-2.0,-2.0,0.0,0.0,0.0,40.54091607480272,38.977555490588756,42.219551207608056,48.53453104171875,46.5434170140625,50.6545170909375,6599.68959375,6590.337515625,6609.041671875,337.53125,335.28125,339.75
0.25,120,64,53.3851393765625,51.30515579328125,55.37931210984375,0.0,0.0,0.0,2.04421875,2.0134375,2.07390625,-2.0,-2.0,-2.0,0.0,0.0,0.0,43.98344083197855,42.26514085879177,45.702590694361646,53.3851393765625,51.44193652703125,55.446193659375,6593.215078125,6583.863,6602.56715625,340.359375,338.1875,342.53125
0.25,130,64,58.13411917078125,56.14428099671875,60.1513888403125,0.0,0.0,0.0,2.1165625,2.08609375,2.14640625,-2.0,-2.0,-2.0,0.0,0.0,0.0,47.30699027340509,45.8006085426542,48.843306755041375,58.13411917078125,56.20668345875,60.0500952134375,6583.143609375,6571.6333593750005,6594.653859375,342.21875,340.0625,344.203125
0.25,140,64,62.811296306562504,60.727145109843754,64.83174669515626,0.0,0.0,0.0,2.17484375,2.1434375,2.20515625,-2.0,-2.0,-2.0,0.0,0.0,0.0,50.64020232369697,49.04638585348123,52.25584874771037,62.811296306562504,60.727684873437504,64.8487640953125,6573.072140625,6558.684328125,6584.582390625001,342.71875,340.5625,344.875
0.25,150,64,67.36425460156251,65.18885720859375,69.3925997790625,0.0,0.0,0.0,2.23171875,2.20296875,2.259375,-2.0,-2.0,-2.0,0.0,0.0,0.0,53.852481537591885,52.17933280095106,55.48592528662818,67.36425460156251,65.19622717203126,69.52574676500001,6558.684328125,6544.296515625,6572.35275,342.59375,340.53125,344.546875
0.25,160,64,71.6088248590625,69.357615545625,73.81487041875,0.0,0.0,0.0,2.2803125,2.251875,2.30921875,-2.0,-2.0,-2.0,0.0,0.0,0.0,56.8385649238338,55.16611386671164,58.54207960318297,71.6088248590625,69.30546622078126,73.73564818578124,6542.13834375,6528.469921875,6555.8067656250005,341.515625,339.484375,343.515625
0.25,170,64,76.136092634375,73.92413972390625,78.4829676303125,0.0,0.0,0.0,2.3121875,2.28515625,2.34109375,-2.0,-2.0,-2.0,0.0,0.0,0.0,60.225795529634496,58.40918819313262,61.958334670355306,76.136092634375,73.95300477703125,78.3741953946875,6515.520890625,6498.255515625,6531.347484375,339.546875,337.515625,341.578125
0.25,180,64,80.32435055875,78.10370972718749,82.5514051259375,0.0,0.0,0.0,2.3478125,2.318125,2.378125,-2.0,-2.0,-2.0,0.0,0.0,0.0,63.24743579157943,61.48162875507894,65.11735214527513,80.32435055875,77.988182061875,82.54777870046875,6496.816734375,6478.83196875,6514.082109375,337.46875,335.453125,339.359375
0.25,190,64,84.44477950890625,82.0553265628125,86.7020154546875,0.0,0.0,0.0,2.37890625,2.34875,2.4078125,-2.0,-2.0,-2.0,0.0,0.0,0.0,66.22902689734805,64.43545585489566,67.97567088610069,84.44477950890625,82.08858886375,86.7119665878125,6470.19928125,6450.05634375,6491.061609375,334.640625,332.84375,336.46875
0.25,200,64,88.6758461896875,86.21767719515626,90.9837460203125,0.0,0.0,0.0,2.39984375,2.37234375,2.43015625,-2.0,-2.0,-2.0,0.0,0.0,0.0,69.39253904169585,67.62077255455233,71.20521082761556,88.6758461896875,86.31867237484374,91.0392430359375,6436.387921875,6414.806203125,6456.530859375,330.71875,328.96875,332.46875
0.25,210,64,92.81544754265624,90.4464244446875,95.35364862640625,0.0,0.0,0.0,2.416875,2.38734375,2.44515625,-2.0,-2.0,-2.0,0.0,0.0,0.0,72.40237514084322,70.62888733933332,74.11630730580116,92.81544754265624,90.3296191065625,95.2794745740625,6399.699,6378.11728125,6421.28071875,326.515625,324.796875,328.15625
0.25,220,64,96.806082336875,94.3056463275,99.234639933125,0.0,0.0,0.0,2.4259375,2.39703125,2.45515625,-2.0,-2.0,-2.0,0.0,0.0,0.0,75.4941525250228,73.67370965348898,77.36662555309552,96.806082336875,94.33267204453125,99.44823759953125,6366.60703125,6345.744703125,6388.18875,321.1875,319.546875,322.828125
0.25,230,64,100.73112726875,98.30448535796874,103.12024424296875,0.0,0.0,0.0,2.436875,2.4071875,2.46515625,-2.0,-2.0,-2.0,0.0,0.0,0.0,78.44032898918216,76.63909564893453,80.21533450294679,100.73112726875,98.5098685353125,103.09732040703125,6323.44359375,6300.42309375,6346.46409375,316.078125,314.5,317.546875
0.25,240,64,104.8801374590625,102.41455003749999,107.3824714734375,0.0,0.0,0.0,2.435625,2.40703125,2.46390625,-2.0,-2.0,-2.0,0.0,0.0,0.0,81.7922137799268,79.86338151683624,83.59988227212939,104.8801374590625,102.31653530375,107.40918293484376,6277.40259375,6256.540265625,6298.9843125,309.71875,308.265625,311.09375
0.25,250,64,108.8947336165625,106.44943075359375,111.4407667646875,0.0,0.0,0.0,2.4278125,2.40109375,2.4540625,-2.0,-2.0,-2.0,0.0,0.0,0.0,84.92170016844959,83.19975216416229,86.74520868414004,108.8947336165625,106.34454771625,111.28027665375001,6227.04525,6205.46353125,6249.346359375,303.65625,302.28125,305.046875
0.25,260,64,113.15329112578125,110.62354660328126,115.68456928671876,0.0,0.0,0.0,2.4115625,2.385625,2.4375,-2.0,-2.0,-2.0,0.0,0.0,0.0,88.35117664731817,86.57563933321603,90.17587023237486,113.15329112578125,110.68081691609375,115.62141590953125,6174.529734375,6150.070453125,6199.70840625,297.25,296.046875,298.453125
0.25,270,64,117.23680415703126,114.645020378125,119.6647260515625,0.0,0.0,0.0,2.39125,2.3654687500000002,2.4162500000000002,-2.0,-2.0,-2.0,0.0,0.0,0.0,91.83645718168503,90.08875052524954,93.6370652527411,117.23680415703126,114.64149194375,119.81399034765626,6119.856046875,6095.396765625,6145.754109375,289.90625,288.71875,291.03125
0.25,280,64,121.368489059375,118.76603055625,123.9037333921875,0.0,0.0,0.0,2.36953125,2.345,2.3921875,-2.0,-2.0,-2.0,0.0,0.0,0.0,95.30995236346801,93.55195730963774,97.16335500484571,121.368489059375,118.8848981875,123.9539077234375,6064.46296875,6036.406734375,6091.080421875,282.4375,281.34375,283.5
0.25,290,64,125.53396494375001,122.994431321875,128.1391643578125,0.0,0.0,0.0,2.34046875,2.31796875,2.3625,-2.0,-2.0,-2.0,0.0,0.0,0.0,98.93550288134526,97.05088050667658,100.77128849027902,125.53396494375001,122.9609240203125,128.109476709375,6007.631109375,5978.13609375,6037.126125,274.78125,273.828125,275.703125
0.25,300,64,129.841864103125,127.1575212109375,132.3942687953125,0.0,0.0,0.0,2.308125,2.28765625,2.32859375,-2.0,-2.0,-2.0,0.0,0.0,0.0,102.5575253128586,100.83628767007357,104.33308028179725,129.841864103125,127.2192193609375,132.45693156875,5930.6563125,5900.44190625,5962.3095,266.796875,265.90625,267.59375
0.25,310,64,134.0905464875,131.551921825,136.70708880468752,0.0,0.0,0.0,2.2684375,2.2490625,2.2873437500000002,-2.0,-2.0,-2.0,0.0,0.0,0.0,106.28887329409089,104.2704519062284,108.32597364875245,134.0905464875,131.5029608734375,136.6904306546875,5860.15603125,5827.783453125,5892.528609375,258.421875,257.65625,259.140625
0.25,320,64,138.5429831609375,135.9652526203125,141.373873246875,0.0,0.0,0.0,2.22578125,2.208125,2.243125,-2.0,-2.0,-2.0,0.0,0.0,0.0,110.26938093534906,108.27151593696837,112.31882277340786,138.5429831609375,135.9321501703125,141.200211809375,5768.793421875,5732.1045,5805.48234375,249.6875,249.015625,250.453125
0.25,330,64,142.843885575,140.0678622203125,145.563925709375,0.0,0.0,0.0,2.1765625,2.16078125,2.19328125,-2.0,-2.0,-2.0,0.0,0.0,0.0,114.07265155803375,112.03247529521504,116.23407161900516,142.843885575,140.241968025,145.4827076671875,5679.588984375,5642.180671875,5716.997296875,241.0,240.375,241.609375
0.25,340,64,147.4054160328125,144.6937157296875,150.0229790375,0.0,0.0,0.0,2.1259375,2.11046875,2.1415625,-2.0,-2.0,-2.0,0.0,0.0,0.0,118.13246738817402,116.01602893109231,120.19455631920034,147.4054160328125,144.604681940625,150.09652915625,5594.700890625,5558.7313593750005,5629.951031250001,232.109375,231.515625,232.65625
0.25,350,64,152.1214365703125,149.22924203125,154.8515108140625,0.0,0.0,0.0,2.0628125,2.04734375,2.0775,-2.0,-2.0,-2.0,0.0,0.0,0.0,122.47274221951811,120.40767962636365,124.67174859861304,152.1214365703125,149.2705964953125,155.0558934734375,5502.618890625,5466.649359375,5537.86903125,222.9375,222.359375,223.4375
0.25,360,64,157.1173196140625,154.2630441421875,159.908272059375,0.0,0.0,0.0,2.0,1.98640625,2.013125,-2.0,-2.0,-2.0,0.0,0.0,0.0,127.16495165931305,124.9982262612642,129.32442834884625,157.1173196140625,154.2818943921875,159.83774123125,5397.587859375,5359.46015625,5432.838,213.609375,213.109375,214.078125
0.25,370,64,162.3020247234375,159.330726575,165.13826788125,0.0,0.0,0.0,1.93078125,1.918125,1.9425,-2.0,-2.0,-2.0,0.0,0.0,0.0,132.13387912273637,129.92235045254344,134.5775094812984,162.3020247234375,159.3879753765625,165.0958187140625,5284.64353125,5249.393390625,5319.893671875,204.125,203.703125,204.515625
0.25,380,64,167.177456075,164.2265702625,170.1165189203125,0.0,0.0,0.0,1.8548437500000001,1.844375,1.865625,-2.0,-2.0,-2.0,0.0,0.0,0.0,136.809879382945,134.48413730990873,139.0822754904611,167.177456075,164.3231751046875,170.0934203703125,5155.15321875,5117.025515625,5191.842140625,194.65625,194.328125,195.0
0.25,390,64,172.4997040234375,169.4373683734375,175.547193240625,0.0,0.0,0.0,1.7784375000000001,1.76921875,1.7875,-2.0,-2.0,-2.0,0.0,0.0,0.0,141.94109841305504,139.6615301150481,144.2044064847025,172.4997040234375,169.60828505625,175.3811879703125,5022.78534375,4983.93825,5060.19365625,185.140625,184.859375,185.390625
0.25,400,64,178.0888771015625,175.1560087625,181.031990309375,0.0,0.0,0.0,1.696875,1.6890625,1.70484375,-2.0,-2.0,-2.0,0.0,0.0,0.0,147.25031623830728,144.70229785563586,149.64089160337295,178.0888771015625,175.2435683078125,180.951119825,4878.90721875,4838.62134375,4917.034921875,175.34375,175.109375,175.5625
