scenario,replica,seed,window_start_step,window_end_step,window_start_time_s,window_end_time_s,area_time_a2_s,lattice_si_release_events,gross_si_events,adsorb_si_events,net_si_events,lattice_al_release_events,gross_al_events,adsorb_al_events,net_al_events,lattice_si_release_flux_mol_m2_s,lattice_al_release_flux_mol_m2_s,expected_lattice_origin_si_flux_from_propensity_mol_m2_s,expected_lattice_origin_al_flux_from_propensity_mol_m2_s,lattice_si_upper_95_mol_m2_s,lattice_al_upper_95_mol_m2_s,si_al_lattice_release_ratio_dimensionless,propensity_origin_status,steady_state_status,acceptance_passed,log10_lattice_si_release_flux_mol_m2_s,log10_lattice_al_release_flux_mol_m2_s,log10_expected_lattice_origin_si_flux_from_propensity_mol_m2_s,log10_expected_lattice_origin_al_flux_from_propensity_mol_m2_s
adsorption__prefactor-x0.1,6,90421,40000,200000,2881.338638,14373.32809,8446014.893608287,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.889796001655786e-11,5.889796001655786e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
adsorption__prefactor-x0.1,7,90427,40000,200000,2880.452502,14369.57131,8443905.119484361,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.891267612127915e-11,5.891267612127915e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
adsorption__prefactor-x10,0,90401,40000,200000,2858.235368,14346.99234,8443639.188832596,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.891453156370247e-11,5.891453156370247e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
adsorption__prefactor-x10,1,90403,40000,200000,2863.553085,14354.83389,8445494.074898755,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.89015921497709e-11,5.89015921497709e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
adsorption__prefactor-x10,2,90407,40000,200000,2855.875474,14320.72381,8426067.584143495,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.90373911122099e-11,5.90373911122099e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
adsorption__prefactor-x10,3,90409,40000,200000,2892.077777,14454.38265,8497693.073047701,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.853977582230814e-11,5.853977582230814e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
adsorption__prefactor-x10,4,90413,40000,200000,2876.36484,14316.30479,8407761.2151714,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.9165934280503e-11,5.9165934280503e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
adsorption__prefactor-x10,5,90419,40000,200000,2864.943313,14371.44487,8456680.536444068,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.882367737071527e-11,5.882367737071527e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
adsorption__prefactor-x10,6,90421,40000,200000,2881.338638,14373.32809,8446014.893608287,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.889796001655786e-11,5.889796001655786e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
adsorption__prefactor-x10,7,90427,40000,200000,2880.452502,14369.57131,8443905.119484361,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.891267612127915e-11,5.891267612127915e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
cation-desorption__ea-minus-3,0,90401,40000,200000,2858.235368,14346.99234,8443639.188832596,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.891453156370247e-11,5.891453156370247e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
cation-desorption__ea-minus-3,1,90403,40000,200000,2863.553085,14354.83389,8445494.074898755,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.89015921497709e-11,5.89015921497709e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
cation-desorption__ea-minus-3,2,90407,40000,200000,2855.875474,14320.72381,8426067.584143495,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.90373911122099e-11,5.90373911122099e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
cation-desorption__ea-minus-3,3,90409,40000,200000,2892.077777,14454.38265,8497693.073047701,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.853977582230814e-11,5.853977582230814e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
cation-desorption__ea-minus-3,4,90413,40000,200000,2876.36484,14316.30479,8407761.2151714,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.9165934280503e-11,5.9165934280503e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
cation-desorption__ea-minus-3,5,90419,40000,200000,2864.943313,14371.44487,8456680.536444068,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.882367737071527e-11,5.882367737071527e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
cation-desorption__ea-minus-3,6,90421,40000,200000,2881.338638,14373.32809,8446014.893608287,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.889796001655786e-11,5.889796001655786e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
cation-desorption__ea-minus-3,7,90427,40000,200000,2880.452502,14369.57131,8443905.119484361,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.891267612127915e-11,5.891267612127915e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
cation-desorption__ea-plus-3,0,90401,40000,200000,2858.235368,14346.99234,8443639.188832596,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.891453156370247e-11,5.891453156370247e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
cation-desorption__ea-plus-3,1,90403,40000,200000,2863.553085,14354.83389,8445494.074898755,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.89015921497709e-11,5.89015921497709e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
cation-desorption__ea-plus-3,2,90407,40000,200000,2855.875474,14320.72381,8426067.584143495,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.90373911122099e-11,5.90373911122099e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
cation-desorption__ea-plus-3,3,90409,40000,200000,2892.077777,14454.38265,8497693.073047701,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.853977582230814e-11,5.853977582230814e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
cation-desorption__ea-plus-3,4,90413,40000,200000,2876.36484,14316.30479,8407761.2151714,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.9165934280503e-11,5.9165934280503e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
cation-desorption__ea-plus-3,5,90419,40000,200000,2864.943313,14371.44487,8456680.536444068,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.882367737071527e-11,5.882367737071527e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
cation-desorption__ea-plus-3,6,90421,40000,200000,2881.338638,14373.32809,8446014.893608287,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.889796001655786e-11,5.889796001655786e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
cation-desorption__ea-plus-3,7,90427,40000,200000,2880.452502,14369.57131,8443905.119484361,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.891267612127915e-11,5.891267612127915e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
cation-desorption__prefactor-x0.1,0,90401,40000,200000,2858.235368,14346.99234,8443639.188832596,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.891453156370247e-11,5.891453156370247e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
cation-desorption__prefactor-x0.1,1,90403,40000,200000,2863.553085,14354.83389,8445494.074898755,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.89015921497709e-11,5.89015921497709e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
cation-desorption__prefactor-x0.1,2,90407,40000,200000,2855.875474,14320.72381,8426067.584143495,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.90373911122099e-11,5.90373911122099e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
cation-desorption__prefactor-x0.1,3,90409,40000,200000,2892.077777,14454.38265,8497693.073047701,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.853977582230814e-11,5.853977582230814e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
cation-desorption__prefactor-x0.1,4,90413,40000,200000,2876.36484,14316.30479,8407761.2151714,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.9165934280503e-11,5.9165934280503e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
cation-desorption__prefactor-x0.1,5,90419,40000,200000,2864.943313,14371.44487,8456680.536444068,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.882367737071527e-11,5.882367737071527e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
cation-desorption__prefactor-x0.1,6,90421,40000,200000,2881.338638,14373.32809,8446014.893608287,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.889796001655786e-11,5.889796001655786e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
cation-desorption__prefactor-x0.1,7,90427,40000,200000,2880.452502,14369.57131,8443905.119484361,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.891267612127915e-11,5.891267612127915e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
cation-desorption__prefactor-x10,0,90401,40000,200000,2858.235368,14346.99234,8443639.188832596,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.891453156370247e-11,5.891453156370247e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
cation-desorption__prefactor-x10,1,90403,40000,200000,2863.553085,14354.83389,8445494.074898755,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.89015921497709e-11,5.89015921497709e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
cation-desorption__prefactor-x10,2,90407,40000,200000,2855.875474,14320.72381,8426067.584143495,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.90373911122099e-11,5.90373911122099e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
cation-desorption__prefactor-x10,3,90409,40000,200000,2892.077777,14454.38265,8497693.073047701,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.853977582230814e-11,5.853977582230814e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
cation-desorption__prefactor-x10,4,90413,40000,200000,2876.36484,14316.30479,8407761.2151714,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.9165934280503e-11,5.9165934280503e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
cation-desorption__prefactor-x10,5,90419,40000,200000,2864.943313,14371.44487,8456680.536444068,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.882367737071527e-11,5.882367737071527e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
cation-desorption__prefactor-x10,6,90421,40000,200000,2881.338638,14373.32809,8446014.893608287,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.889796001655786e-11,5.889796001655786e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
cation-desorption__prefactor-x10,7,90427,40000,200000,2880.452502,14369.57131,8443905.119484361,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.891267612127915e-11,5.891267612127915e-11,undefined,origin-safe,steady-zero,True,undefined,undefined,undefined,undefined
